"_raw","_time",action,app,bunit,category,"change_type",city,country,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",dest,"dest_asset_id","dest_asset_tag","dest_bunit","dest_category","dest_city","dest_country","dest_dns","dest_ip","dest_is_expected","dest_lat","dest_long","dest_mac","dest_nt_host","dest_owner","dest_pci_domain","dest_priority","dest_requires_av","dest_should_timesync","dest_should_update",dns,enabled,eventtype,host,"ids_type",index,ip,"is_expected",lat,linecount,long,mac,"nt_host",object,"object_category",owner,"pci_domain",pid,priority,process,product,protocol,"protocol_name",punct,range,"requires_av",severity,"should_timesync","should_update",signature,source,sourcetype,"splunk_server","splunk_server_group",src,"src_asset_id","src_asset_tag","src_bunit","src_category","src_city","src_country","src_dns","src_ip","src_is_expected","src_lat","src_long","src_mac","src_nt_host","src_owner","src_pci_domain","src_priority","src_requires_av","src_should_timesync","src_should_update",status,"status_description",tag,"tag::action","tag::app","tag::dest_requires_av","tag::dest_should_timesync","tag::dest_should_update","tag::eventtype","tag::is_expected","tag::requires_av","tag::should_timesync","tag::should_update","tag::signature","tag::sourcetype","tag::user_category","tag::user_identity_tag","tag::user_watchlist","threat_intel_source",timeendpos,timestartpos,transport,user,"user_bunit","user_category","user_email","user_endDate","user_first","user_identity","user_identity_tag","user_last","user_managedBy","user_nick","user_phone","user_phone2","user_prefix","user_priority","user_startDate","user_suffix","user_type","user_watchlist","user_work_city","user_work_country","user_work_lat","user_work_long",vendor,"vendor_action","vendor_product"
"Feb 04 19:24:41 10.11.36.3 auth|security:notice login: [ID 164 auth.notice] Login failure on /dev/pts/164 from 10.11.36.3 
","2020-02-04T19:24:41.000+0000",failure,login,,,,,,19,4,24,february,41,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.3",,,,,,,,"10.11.36.3",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:24:40 10.11.36.43 auth|security:notice login: [ID 119 auth.notice] Login failure on /dev/pts/119 from 10.11.36.43 
","2020-02-04T19:24:40.000+0000",failure,login,,,,,,19,4,24,february,40,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.43",,,,,,,,"10.11.36.43",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:24:39 10.11.36.28 auth|security:notice login: [ID 110 auth.notice] Login failure on /dev/pts/110 from 10.11.36.28 
","2020-02-04T19:24:39.000+0000",failure,login,,,,,,19,4,24,february,39,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.28",,,,,,,,"10.11.36.28",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:24:35 10.11.36.43 auth|security:notice login: [ID 48 auth.notice] Login failure on /dev/pts/48 from 10.11.36.43 
","2020-02-04T19:24:35.000+0000",failure,login,,,,,,19,4,24,february,35,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.43",,,,,,,,"10.11.36.43",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:24:28 10.11.36.3 auth|security:notice login: [ID 80 auth.notice] Login failure on /dev/pts/80 from 10.11.36.3 
","2020-02-04T19:24:28.000+0000",failure,login,,,,,,19,4,24,february,28,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.3",,,,,,,,"10.11.36.3",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:24:26 10.11.36.12 auth|security:notice login: [ID 158 auth.notice] Login failure on /dev/pts/158 from 10.11.36.12 
","2020-02-04T19:24:26.000+0000",failure,login,,,,,,19,4,24,february,26,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.12",,,,,,,,"10.11.36.12",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:24:12 10.11.36.35 auth|security:notice login: [ID 150 auth.notice] Login failure on /dev/pts/150 from 10.11.36.35 
","2020-02-04T19:24:12.000+0000",failure,login,,,,,,19,4,24,february,12,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.35",,,,,,,,"10.11.36.35",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:24:01 10.11.36.33 auth|security:notice login: [ID 59 auth.notice] Login failure on /dev/pts/59 from 10.11.36.33 
","2020-02-04T19:24:01.000+0000",failure,login,,,,,,19,4,24,february,1,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.33",,,,,,,,"10.11.36.33",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:23:44 10.11.36.23 auth|security:notice login: [ID 20 auth.notice] Login failure on /dev/pts/20 from 10.11.36.23 
","2020-02-04T19:23:44.000+0000",failure,login,,,,,,19,4,23,february,44,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.23",,,,,,,,"10.11.36.23",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:23:39 10.11.36.2 auth|security:notice login: [ID 128 auth.notice] Login failure on /dev/pts/128 from 10.11.36.2 
","2020-02-04T19:23:39.000+0000",failure,login,,,,,,19,4,23,february,39,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.2",,,,,,,,"10.11.36.2",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:23:38 10.11.36.25 auth|security:notice login: [ID 11 auth.notice] Login failure on /dev/pts/11 from 10.11.36.25 
","2020-02-04T19:23:38.000+0000",failure,login,,,,,,19,4,23,february,38,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.25",,,,,,,,"10.11.36.25",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:23:38 10.11.36.1 auth|security:notice login: [ID 90 auth.notice] Login failure on /dev/pts/90 from 10.11.36.1 
","2020-02-04T19:23:38.000+0000",failure,login,,,,,,19,4,23,february,38,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.1",,,,,,,,"10.11.36.1",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:23:26 10.11.36.33 auth|security:notice login: [ID 157 auth.notice] Login failure on /dev/pts/157 from 10.11.36.33 
","2020-02-04T19:23:26.000+0000",failure,login,,,,,,19,4,23,february,26,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.33",,,,,,,,"10.11.36.33",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:23:05 10.11.36.6 auth|security:notice login: [ID 87 auth.notice] Login failure on /dev/pts/87 from 10.11.36.6 
","2020-02-04T19:23:05.000+0000",failure,login,,,,,,19,4,23,february,5,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.6",,,,,,,,"10.11.36.6",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:23:03 10.11.36.40 auth|security:notice login: [ID 58 auth.notice] Login failure on /dev/pts/58 from 10.11.36.40 
","2020-02-04T19:23:03.000+0000",failure,login,,,,,,19,4,23,february,3,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.40",,,,,,,,"10.11.36.40",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:22:59 10.11.36.17 auth|security:notice login: [ID 112 auth.notice] Login failure on /dev/pts/112 from 10.11.36.17 
","2020-02-04T19:22:59.000+0000",failure,login,,,,,,19,4,22,february,59,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.17",,,,,,,,"10.11.36.17",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:22:50 10.11.36.50 auth|security:notice login: [ID 63 auth.notice] Login failure on /dev/pts/63 from 10.11.36.50 
","2020-02-04T19:22:50.000+0000",failure,login,,,,,,19,4,22,february,50,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.50",,,,,,,,"10.11.36.50",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:22:45 10.11.36.24 auth|security:notice login: [ID 87 auth.notice] Login failure on /dev/pts/87 from 10.11.36.24 
","2020-02-04T19:22:45.000+0000",failure,login,,,,,,19,4,22,february,45,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.24",,,,,,,,"10.11.36.24",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:22:43 10.11.36.16 auth|security:notice login: [ID 80 auth.notice] Login failure on /dev/pts/80 from 10.11.36.16 
","2020-02-04T19:22:43.000+0000",failure,login,,,,,,19,4,22,february,43,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.16",,,,,,,,"10.11.36.16",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:22:36 10.11.36.32 auth|security:notice login: [ID 75 auth.notice] Login failure on /dev/pts/75 from 10.11.36.32 
","2020-02-04T19:22:36.000+0000",failure,login,,,,,,19,4,22,february,36,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.32",,,,,,,,"10.11.36.32",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:22:34 10.11.36.39 auth|security:notice login: [ID 59 auth.notice] Login failure on /dev/pts/59 from 10.11.36.39 
","2020-02-04T19:22:34.000+0000",failure,login,,,,,,19,4,22,february,34,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.39",,,,,,,,"10.11.36.39",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:22:33 10.11.36.9 auth|security:notice login: [ID 114 auth.notice] Login failure on /dev/pts/114 from 10.11.36.9 
","2020-02-04T19:22:33.000+0000",failure,login,,,,,,19,4,22,february,33,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.9",,,,,,,,"10.11.36.9",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04 19:22:32 10.11.36.36 auth|security:notice login: [ID 109 auth.notice] Login failure on /dev/pts/109 from 10.11.36.36 
","2020-02-04T19:22:32.000+0000",failure,login,,,,,,19,4,22,february,32,tuesday,2020,local,"127.0.0.1",,,,,,,,,false,,,,,,untrust,,false,false,false,,,"err0r login_authentication nix_errors nix_security","127.0.0.1",,main,,,,2,,,,,,,,,,login,,,,"__::_..._|:_:_[__.]____///__..._",,,,,,,"auth.nix","linux_secure","prd-p-7534bdhjhnws",,"10.11.36.36",,,,,,,,"10.11.36.36",false,,,,,,untrust,,false,false,false,,,"authentication
error
failure
os
unix",failure,,,,,"authentication
error
os
unix",,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
